commande_id;ligne;date_commande;client_id;produit_id;magasin_id;quantite;prix_unitaire;remise_pct;montant_brut;montant_net;frais_livraison;moyen_paiement;statut_commande;canal_vente
CMD-004164;1;2024-12-24 14:54:09;C0105;P034;M06;2;190854;15;381708;324451;10000;Espèces;Retournée;Web
CMD-003469;3;2024-11-17 09:41:43;C0313;P034;M08;2;190854;0;381708;381708;0;Carte bancaire;Livrée;Mobile App
CMD-000279;1;2024-01-16 18:52:01;C0382;P002;M07;1;916412;10;916412;824770;0;Carte bancaire;Livrée;Mobile App
CMD-001921;1;2024-06-16 09:12:37;C0370;P022;M06;3;39096;5;117288;111423;10000;Mobile Money;En cours;Mobile App
CMD-006724;1;2025-08-15 13:04:16;C0451;P041;M04;2;9549;15;19098;16233;0;Espèces;Livrée;Web
CMD-005192;2;2025-03-03 19:33:40;C0234;P029;M01;1;6366;0;6366;6366;0;Mobile Money;En cours;Mobile App
CMD-006231;1;2025-06-12 23:59:09;C0339;P026;M06;1;13601;0;13601;13601;0;Mobile Money;Livrée;Mobile App
CMD-003108;1;2024-10-11 21:31:04;C0120;P029;M06;1;6366;15;6366;5411;10000;Mobile Money;Livrée;En magasin
CMD-000742;2;2024-02-22 13:45:52;C0151;P031;M02;2;278858;0;557716;557716;0;Mobile Money;Livrée;Web
CMD-004854;1;2025-01-29 17:50:44;C0008;P030;M08;5;6536;0;32680;32680;0;Virement;Expédiée;Web
CMD-001024;2;2024-03-20 16:35:29;C0170;P018;M08;1;174549;10;174549;157094;0;Mobile Money;Retournée;Mobile App
CMD-006599;1;2025-07-26 11:35:38;C0286;P027;M06;1;6588;0;6588;6588;10000;Mobile Money;Retournée;Mobile App
CMD-002428;3;2024-08-25 10:14:14;C0198;P025;M04;2;21713;0;43426;43426;0;Mobile Money;Livrée;WhatsApp
CMD-007792;1;2025-11-07 14:40:07;C0415;P007;M06;1;43750;0;43750;43750;15000;Mobile Money;Livrée;Mobile App
CMD-008247;2;2025-12-10 19:13:16;C0423;P001;M07;1;251606;0;251606;251606;0;Mobile Money;Retournée;WhatsApp
CMD-002530;1;2024-09-04 18:01:11;C0292;P029;M03;2;6366;0;12732;12732;0;Mobile Money;Livrée;Mobile App
CMD-008139;1;2025-12-05 09:11:41;C0050;P044;M02;2;15635;10;31270;28143;5000;Mobile Money;Livrée;En magasin
CMD-003294;2;2024-10-31 20:58:50;C0104;P010;M03;3;50685;0;152055;152055;0;Espèces;Livrée;Web
CMD-002187;1;2024-07-20 19:35:21;C0393;P043;M06;2;0;20;0;0;15000;Carte bancaire;Livrée;Web
CMD-006061;4;2025-05-27 12:05:21;C0275;P009;M05;1;7913;0;7913;7913;0;Carte bancaire;Livrée;En magasin
CMD-005080;2;2025-02-19 07:19:43;C0430;P039;M06;2;13140;0;26280;26280;0;Carte bancaire;Livrée;Mobile App
CMD-001237;1;2024-04-09 19:08:22;C0367;P045;M02;3;27398;0;82194;82194;5000;Carte bancaire;Livrée;Web
CMD-002805;2;2024-09-19 20:23:29;C0298;P046;M06;3;19200;10;57600;51840;0;Espèces;Livrée;Mobile App
CMD-006642;3;2025-08-01 18:37:18;C0070;P004;M03;1;480524;0;480524;480524;0;Mobile Money;Retournée;Mobile App
CMD-006824;1;2025-08-28 10:57:51;C0020;P020;M02;1;67934;20;67934;54347;10000;Mobile Money;Livrée;En magasin
CMD-008317;4;2025-12-13 11:17:59;C0392;P024;M04;1;31656;15;31656;26907;0;Espèces;Expédiée;Web
CMD-004817;1;2025-01-27 12:10:50;C0416;P006;M07;2;350025;0;700050;700050;5000;Mobile Money;Livrée;WhatsApp
CMD-002494;2;2024-09-02 16:36:52;C0126;P005;M01;2;33440;0;66880;66880;0;Espèces;Livrée;Mobile App
CMD-005189;3;2025-03-02 21:17:42;C0305;P034;M01;2;190854;0;381708;381708;0;Mobile Money;Livrée;Mobile App
CMD-002793;1;2024-09-18 21:04:29;C0477;P038;M01;1;33820;0;33820;33820;0;Espèces;Livrée;WhatsApp
CMD-002275;1;2024-08-04 20:04:05;C0454;P007;M06;1;43750;15;43750;37187;5000;Mobile Money;Expédiée;Web
CMD-003504;2;2024-11-21 23:06:08;C0465;P043;M03;3;12750;15;38250;32512;0;Mobile Money;Livrée;Web
CMD-005702;1;2025-04-21 16:03:03;C0321;P013;M08;1;61505;10;61505;55354;0;Virement;Livrée;Mobile App
CMD-007755;3;2025-11-04 08:36:09;C0368;P001;M05;1;251606;0;251606;251606;0;Espèces;Retournée;WhatsApp
CMD-002783;2;2024-09-18 22:41:51;C0083;P036;M06;2;50856;0;101712;101712;0;Espèces;Retournée;Mobile App
CMD-002143;2;2024-07-13 14:22:44;C0085;P047;M06;2;50490;15;100980;85833;0;Mobile Money;Retournée;WhatsApp
CMD-006430;1;2025-07-02 18:31:14;C0352;P023;M02;2;15920;0;31840;31840;5000;Virement;Livrée;Web
CMD-000942;1;2024-03-12 22:07:13;C0090;P015;M06;1;67057;0;67057;67057;5000;Virement;Annulée;Mobile App
CMD-005716;3;2025-04-23 23:02:27;C0070;P008;M01;5;115956;10;579780;521802;0;Carte bancaire;Livrée;Mobile App
CMD-003247;4;2024-10-26 10:17:42;C0260;P001;M06;1;251606;20;251606;201284;0;Virement;Livrée;Mobile App
CMD-003660;1;2024-12-03 22:50:26;C0025;P004;M08;2;480524;10;961048;864943;10000;Carte bancaire;En cours;Web
CMD-006420;1;2025-07-01 10:32:16;C0296;P024;M01;1;31656;5;31656;30073;0;Virement;Livrée;Web
CMD-006766;1;2025-08-20 19:53:15;C0469;P016;M02;2;51293;0;102586;102586;0;Mobile Money;Livrée;Web
CMD-003322;2;2024-11-03 13:43:33;C0434;P036;M06;1;50856;0;50856;50856;0;Carte bancaire;Livrée;Web
CMD-006844;3;2025-08-31 17:48:32;C0315;P005;M07;2;33440;10;66880;60192;0;Carte bancaire;En cours;Mobile App
CMD-002565;2;2024-09-06 19:22:31;C0311;P033;M01;5;408208;5;2041040;1938988;0;Virement;Livrée;Mobile App
CMD-001429;1;2024-04-30 19:14:10;C0064;P006;M04;2;350025;15;700050;595042;5000;Mobile Money;Livrée;Mobile App
CMD-005228;3;2025-03-07 08:57:45;C0187;P011;M01;3;90347;20;271041;216832;0;Carte bancaire;Livrée;Web
CMD-001128;3;2024-03-31 19:22:20;C0456;P049;M02;2;29143;20;58286;46628;0;Mobile Money;Livrée;Mobile App
CMD-001351;2;2024-04-22 07:43:34;C0353;P002;M06;1;916412;10;916412;824770;0;Mobile Money;Livrée;WhatsApp
CMD-002052;1;2024-06-30 21:27:32;C0203;P023;M01;5;15920;0;79600;79600;5000;Espèces;Livrée;WhatsApp
CMD-007571;2;2025-10-17 07:31:26;C0486;P050;M06;1;6243;5;6243;5930;0;Virement;Livrée;Mobile App
CMD-005426;1;2025-03-26 13:32:54;C0085;P023;M06;2;15920;0;31840;31840;0;Mobile Money;Livrée;Mobile App
CMD-001931;2;2024-06-18 10:31:37;C0064;P035;M02;2;25577;0;51154;51154;0;Mobile Money;Livrée;Mobile App
CMD-000442;2;2024-01-27 20:46:02;C0358;P039;M07;1;13140;20;13140;10512;0;Virement;Retournée;Mobile App
CMD-000846;1;2024-03-02 16:24:46;C0294;P013;M06;5;61505;0;307525;307525;0;Mobile Money;Livrée;Mobile App
CMD-001228;2;2024-04-09 21:55:50;C0482;P044;M06;2;15635;0;31270;31270;0;Virement;Retournée;Mobile App
CMD-006624;1;2025-07-29 15:36:06;C0009;P031;M03;3;278858;20;836574;669259;10000;Mobile Money;Livrée;Mobile App
CMD-006220;1;2025-06-10 08:54:21;C0360;P044;M05;5;15635;0;78175;1078174;0;Espèces;En cours;Mobile App
CMD-000685;2;2024-02-16 18:50:04;C0110;P035;M01;2;25577;10;51154;46038;0;Mobile Money;En cours;Web
CMD-002629;1;2024-09-09 13:49:39;C0365;P040;M04;2;77646;0;155292;155292;10000;Espèces;En cours;En magasin
CMD-003510;1;2024-11-22 08:27:08;C0213;P019;M07;1;26073;20;26073;20858;0;Espèces;Livrée;En magasin
CMD-002178;3;2024-07-18 11:02:30;C0111;P013;M06;2;61505;15;123010;104558;0;Mobile Money;Retournée;Web
CMD-003457;2;2024-11-16 15:56:00;C0099;P010;M02;2;50685;5;101370;96301;0;Mobile Money;Annulée;Web
CMD-005122;1;2025-02-24 08:23:02;C0046;P037;M06;1;12249;15;12249;10411;15000;Mobile Money;Livrée;Mobile App
CMD-000921;1;2024-03-10 23:14:37;C0378;P025;M06;3;21713;0;65139;65139;0;Mobile Money;Livrée;Mobile App
CMD-002500;2;2024-09-02 17:40:29;C0450;P048;M02;3;33807;10;101421;91278;0;Espèces;Livrée;WhatsApp
CMD-006880;3;2025-09-02 14:12:46;C0012;P038;M06;2;33820;10;67640;60876;0;Espèces;Expédiée;Mobile App
CMD-001918;1;2024-06-16 22:01:08;C0313;P050;M02;3;6243;10;18729;16856;0;Carte bancaire;En cours;Mobile App
CMD-004531;3;2025-01-11 18:34:10;C0051;P042;M01;1;7087;15;7087;6023;0;Espèces;Livrée;Mobile App
CMD-004452;3;2025-01-07 15:11:11;C0184;P013;M07;2;61505;10;123010;110709;0;Carte bancaire;Livrée;Web
CMD-008113;2;2025-12-04 16:42:33;C0317;P031;M06;2;278858;0;557716;557716;0;Espèces;Livrée;Web
CMD-003922;1;2024-12-14 13:44:28;C0111;P044;M02;1;15635;5;15635;14853;15000;Mobile Money;Annulée;En magasin
CMD-004867;3;2025-01-30 08:05:01;C0019;P027;M07;1;6588;15;6588;5599;0;Mobile Money;Livrée;Web
CMD-001443;1;2024-05-01 23:43:39;C0181;P020;M06;2;67934;0;135868;135868;0;Espèces;Livrée;Web
CMD-008614;2;2025-12-27 16:21:00;C0492;P043;M05;2;12750;0;25500;25500;0;Carte bancaire;En cours;Mobile App
CMD-005076;1;2025-02-19 15:33:58;C0327;P050;M06;1;6243;0;6243;6243;5000;Carte bancaire;Livrée;Web
CMD-001124;2;2024-03-30 10:06:38;C0118;P022;M06;2;39096;5;78192;74282;0;Mobile Money;Livrée;Mobile App
CMD-001959;1;2024-06-21 22:27:17;C0487;P034;M08;1;190854;10;190854;171768;0;Mobile Money;Livrée;En magasin
CMD-006460;1;2025-07-07 18:42:33;C0220;P011;M08;3;90347;10;271041;243936;0;Virement;Annulée;Web
CMD-007217;1;2025-09-21 19:41:12;C0127;P017;M01;3;34116;5;102348;97230;15000;Espèces;Expédiée;Web
CMD-007935;4;2025-11-20 23:28:09;C0181;P048;M02;1;33807;0;33807;33807;0;Espèces;En cours;Web
CMD-005120;1;2025-02-23 07:03:47;C0067;P034;M02;3;190854;10;572562;515305;0;Espèces;Livrée;WhatsApp
CMD-007088;1;2025-09-14 08:39:55;C0203;P034;M07;1;190854;15;190854;162225;10000;Mobile Money;Retournée;Web
CMD-004454;3;2025-01-07 23:31:43;C0245;P044;M07;5;15635;0;78175;78175;0;Mobile Money;Livrée;Web
CMD-001516;2;2024-05-09 14:39:30;C0448;P006;M07;1;350025;5;350025;332523;0;Espèces;Livrée;Mobile App
CMD-002821;1;2024-09-20 21:37:56;C0318;P026;M08;1;13601;0;13601;13601;10000;Mobile Money;Annulée;Mobile App
CMD-001437;1;2024-05-01 08:44:16;C0278;P047;M01;3;50490;0;151470;151470;10000;Espèces;Retournée;WhatsApp
CMD-001612;2;2024-05-18 08:40:50;C0385;P001;M06;3;251606;15;754818;641595;0;Mobile Money;Retournée;Mobile App
CMD-003865;2;2024-12-12 08:05:06;C0481;P047;M01;1;50490;5;50490;47965;0;Virement;En cours;Mobile App
CMD-001913;2;2024-06-16 16:03:23;C0331;P016;M02;2;51293;0;102586;102586;0;Mobile Money;Livrée;Mobile App
CMD-002351;1;2024-08-14 09:15:16;C0260;P041;M04;1;9549;5;9549;9071;10000;Virement;Livrée;Mobile App
CMD-008347;1;2025-12-15 22:48:33;C0122;P012;M06;2;45114;10;90228;81205;0;Mobile Money;Livrée;Web
CMD-007706;3;2025-10-31 23:13:39;C0357;P026;M02;2;13601;10;27202;24481;0;Espèces;Livrée;Web
CMD-003677;1;2024-12-04 08:30:17;C0218;P050;M04;1;6243;0;6243;6243;0;Espèces;Livrée;En magasin
CMD-006192;4;2025-06-07 08:28:29;C0039;P044;M03;1;15635;5;15635;14853;0;Virement;Livrée;WhatsApp
CMD-006626;3;2025-07-29 17:52:02;C0177;P027;M01;1;6588;10;6588;5929;0;Virement;Annulée;Mobile App
CMD-008151;1;2025-12-06 07:35:32;C0200;P023;M06;1;15920;0;15920;15920;10000;Mobile Money;Retournée;Web
CMD-003594;2;2024-11-30 14:04:26;C0138;P046;M05;5;19200;5;96000;91200;0;Carte bancaire;Livrée;Mobile App
CMD-002599;3;2024-09-08 18:56:18;C0061;P012;M01;2;45114;10;90228;81205;0;Virement;Annulée;Mobile App
CMD-004933;3;2025-02-05 16:12:47;C0404;P022;M02;1;39096;0;39096;39096;0;Espèces;Expédiée;Web
CMD-006332;3;2025-06-22 15:14:15;C0214;P014;M06;1;87965;0;87965;87965;0;Mobile Money;Livrée;Mobile App
CMD-008251;2;2025-12-10 09:04:10;C0302;P018;M03;2;174549;0;349098;349098;0;Mobile Money;Expédiée;Mobile App
CMD-006311;4;2025-06-20 15:31:41;C0359;P029;M02;2;6366;0;12732;12732;0;Virement;Livrée;WhatsApp
CMD-004921;1;2025-02-04 22:17:44;C0377;P048;M07;1;33807;0;33807;33807;0;Espèces;Livrée;En magasin
CMD-000022;3;2024-01-02 07:56:18;C0191;P046;M01;1;19200;0;19200;19200;0;Virement;Livrée;Web
CMD-000789;2;2024-02-25 08:12:59;C0040;P016;M01;3;51293;5;153879;146185;0;Mobile Money;Livrée;En magasin
CMD-005454;3;2025-03-29 18:23:48;C0089;P040;M02;3;77646;20;232938;186350;0;Carte bancaire;Livrée;En magasin
CMD-006635;1;2025-07-31 11:51:38;C0497;P036;M07;1;50856;0;50856;50856;15000;Mobile Money;Livrée;Web
CMD-005761;2;2025-04-27 07:46:28;C0388;P042;M04;1;7087;0;7087;7087;0;Mobile Money;Livrée;Mobile App
CMD-002251;1;2024-07-31 20:16:24;C0383;P039;M01;3;13140;5;39420;37449;0;Mobile Money;Livrée;Mobile App
CMD-008365;3;2025-12-16 09:34:49;C0267;P021;M01;3;124863;0;374589;374589;0;Espèces;Livrée;Mobile App
CMD-001740;1;2024-05-30 23:07:05;C0310;P012;M07;1;45114;5;45114;42858;15000;Mobile Money;Annulée;Web
CMD-006183;3;2025-06-07 12:01:55;C0283;P044;M05;2;15635;15;31270;26579;0;Carte bancaire;Annulée;Web
CMD-008159;3;2025-12-06 13:11:00;C0272;P046;M06;1;19200;0;19200;19200;0;Espèces;Annulée;WhatsApp
CMD-002439;2;2024-08-27 15:08:06;C0271;P033;M06;1;408208;15;408208;346976;0;Virement;Livrée;En magasin
CMD-006133;4;2025-06-02 13:40:17;C0499;P046;M07;2;19200;5;38400;36480;0;Espèces;Livrée;Mobile App
CMD-002574;1;2024-09-06 22:28:56;C0262;P020;M06;1;67934;0;67934;67934;5000;Espèces;Livrée;WhatsApp
CMD-006933;2;2025-09-05 16:53:37;C0018;P016;M01;2;51293;5;102586;97456;0;Virement;Livrée;Mobile App
CMD-007194;1;2025-09-20 16:27:07;C0130;P036;M07;2;50856;0;101712;101712;5000;Espèces;Livrée;Web
CMD-006216;2;2025-06-09 10:20:48;C0033;P039;M06;2;13140;20;26280;21024;0;Espèces;Livrée;Mobile App
CMD-004562;3;2025-01-13 13:15:22;C0174;P007;M03;2;43750;0;87500;87500;0;Virement;En cours;En magasin
CMD-003015;2;2024-10-01 12:40:48;C0034;P014;M05;5;87965;15;439825;373851;0;Espèces;Livrée;WhatsApp
CMD-000082;2;2024-01-06 19:54:26;C0161;P011;M02;3;90347;0;271041;271041;0;Espèces;Livrée;Mobile App
CMD-006251;1;2025-06-13 12:02:34;C0160;P041;M06;1;9549;0;9549;9549;0;Espèces;Expédiée;En magasin
CMD-000903;1;31/13/2024;C0163;P013;M03;5;61505;10;307525;276772;15000;Mobile Money;Livrée;WhatsApp
CMD-006723;3;2025-08-14 13:39:16;C0215;P039;M01;2;13140;0;26280;26280;0;Espèces;Livrée;WhatsApp
CMD-006014;1;2025-05-22 19:45:04;C0415;P020;M04;1;67934;0;67934;67934;0;Espèces;Livrée;Web
CMD-002940;1;2024-09-27 07:57:32;C0422;P046;M04;1;19200;5;19200;18240;5000;Mobile Money;Expédiée;Mobile App
CMD-004849;2;2025-01-29 13:54:45;C0105;P035;M99;5;25577;10;127885;115096;0;Virement;En cours;Mobile App
CMD-008019;3;2025-11-28 07:05:51;C0484;P014;M01;3;87965;0;263895;263895;0;Mobile Money;Expédiée;Mobile App
CMD-008348;2;2025-12-15 21:06:57;C0380;P030;M06;1;6536;15;6536;5555;0;Mobile Money;Expédiée;Web
CMD-007277;1;2025-09-24 11:17:51;C0449;P006;M04;2;350025;0;700050;700050;5000;Mobile Money;Livrée;Web
CMD-000048;3;2024-01-03 21:46:39;C0380;P031;M02;3;278858;5;836574;794745;0;Virement;Livrée;WhatsApp
CMD-001096;1;2024-03-28 17:17:57;C0229;P020;M06;1;67934;15;67934;57743;10000;Mobile Money;Livrée;Mobile App
CMD-005156;1;2025-02-28 12:15:51;C0270;P028;M06;1;9077;0;9077;9077;5000;Espèces;Livrée;Mobile App
CMD-007711;1;2025-10-31 09:21:58;C0060;P001;M07;1;251606;10;251606;226445;5000;Mobile Money;Livrée;WhatsApp
CMD-007100;1;2025-09-14 11:06:17;C0128;P046;M05;1;19200;0;19200;19200;0;Virement;Livrée;En magasin
CMD-007128;1;2025-09-16 21:16:51;C0032;P044;M06;5;15635;0;78175;78175;0;Carte bancaire;Livrée;Web
CMD-002581;1;2024-09-07 15:47:49;C0086;P024;M07;2;31656;15;63312;53815;0;Espèces;Livrée;Web
CMD-001278;4;2024-04-14 18:45:16;C0298;P029;M07;1;6366;0;6366;6366;0;Espèces;Expédiée;Mobile App
CMD-000877;3;2024-03-05 19:29:24;C0421;P031;M04;1;278858;0;278858;278858;0;Mobile Money;En cours;Mobile App
CMD-003351;1;2024-11-06 23:00:38;C0182;P050;M05;2;6243;20;12486;9988;0;Espèces;Livrée;En magasin
CMD-006067;3;2025-05-27 17:17:13;C0111;P005;M06;1;33440;15;33440;28424;0;Carte bancaire;Annulée;Web
CMD-000582;2;2024-02-06 20:18:49;C0169;P048;M01;1;33807;0;33807;33807;0;Mobile Money;Livrée;WhatsApp
CMD-002856;2;2024-09-22 14:12:58;C0392;P042;M03;1;7087;15;7087;6023;0;Mobile Money;Livrée;Web
CMD-006449;1;2025-07-05 18:08:21;C0177;P045;M06;2;27398;15;54796;46576;0;Espèces;Livrée;Mobile App
CMD-001233;2;2024-04-09 16:36:04;C0018;P047;M03;1;50490;0;50490;50490;0;Mobile Money;Livrée;Mobile App
CMD-003493;3;2024-11-19 21:05:31;C0441;P046;M01;2;19200;0;38400;38400;0;Mobile Money;Annulée;Web
CMD-005688;2;2025-04-20 07:22:02;C0471;P044;M06;1;15635;5;15635;14853;0;Mobile Money;Livrée;Mobile App
CMD-008587;2;2025-12-26 07:04:35;C0029;P037;M06;3;12249;5;36747;34909;0;Virement;Annulée;Mobile App
CMD-000764;2;2024-02-24 15:28:09;C0058;P027;M08;3;6588;20;19764;15811;0;Carte bancaire;Livrée;Web
CMD-000856;1;2024-03-03 22:12:33;C0291;P025;M06;2;21713;0;43426;43426;10000;Carte bancaire;Livrée;Web
CMD-002833;1;2024-09-21 09:32:48;C0239;P010;M08;1;50685;0;50685;50685;5000;Espèces;Livrée;Web
CMD-002569;1;2024-09-06 18:25:57;C0103;P007;M02;3;43750;0;131250;131250;5000;Mobile Money;Livrée;Mobile App
CMD-005476;3;2025-03-31 21:35:20;C0136;P005;M06;1;33440;0;33440;33440;0;Virement;Livrée;Web
CMD-001072;2;2024-03-25 09:35:46;C0190;P037;M06;1;12249;0;12249;12249;0;Mobile Money;Livrée;Web
CMD-005570;2;2025-04-08 08:51:21;C0204;P047;M06;1;50490;10;50490;45441;0;Mobile Money;Livrée;Web
CMD-005907;3;2025-05-11 08:01:45;C0452;P035;M06;1;25577;5;25577;24298;0;Mobile Money;En cours;Mobile App
CMD-007641;2;2025-10-24 22:04:00;C0199;P034;M03;1;190854;0;190854;190854;0;Mobile Money;Livrée;Web
CMD-000203;2;2024-01-13 12:26:35;C0122;P038;M04;2;33820;0;67640;67640;0;Mobile Money;En cours;Web
CMD-003956;3;2024-12-15 11:56:17;C0313;P048;M01;2;33807;10;67614;60852;0;Espèces;Livrée;Web
CMD-000861;2;2024-03-03 22:28:38;C0264;P037;M01;1;12249;0;12249;12249;0;Virement;Livrée;Web
CMD-001713;1;2024-05-27 21:11:48;C0141;P022;M06;1;39096;10;39096;35186;0;Virement;Retournée;Web
CMD-004979;2;2025-02-09 07:51:11;C0468;P017;M01;3;34116;5;102348;97230;0;Espèces;Annulée;Mobile App
CMD-006894;1;2025-09-03 17:12:57;C0163;P008;M08;2;115956;10;231912;208720;15000;Virement;Expédiée;Web
CMD-005477;2;2025-03-31 18:44:19;C0161;P018;M07;3;174549;0;523647;523647;0;Mobile Money;Livrée;En magasin
CMD-007477;1;2025-10-09 10:28:29;C0102;P044;M06;2;15635;0;31270;31270;15000;Virement;Livrée;En magasin
CMD-005576;3;2025-04-09 13:27:47;C0056;P008;M04;2;115956;5;231912;220316;0;Mobile Money;Annulée;Mobile App
CMD-008044;1;2025-12-01 18:24:03;C0302;P019;M07;1;26073;15;26073;22162;15000;Mobile Money;Livrée;WhatsApp
CMD-007871;4;2025-11-14 23:57:06;C0228;P029;M01;1;6366;0;6366;6366;0;Espèces;Annulée;Web
CMD-005650;2;2025-04-17 21:24:42;C0093;P035;M08;1;25577;5;25577;24298;0;Espèces;En cours;Mobile App
CMD-000444;2;2024-01-27 20:08:37;C0183;P021;M06;3;124863;5;374589;355859;0;Espèces;Livrée;Web
CMD-007879;1;2025-11-14 14:59:42;C0077;P019;M06;3;26073;0;78219;78219;15000;Virement;Livrée;Mobile App
CMD-008669;1;2025-12-30 18:40:24;C0179;P041;M06;1;9549;0;9549;9549;0;Mobile Money;Retournée;WhatsApp
CMD-006320;3;2025-06-21 18:47:04;C0397;P045;M06;2;27398;15;54796;46576;0;Mobile Money;Retournée;Mobile App
CMD-007843;2;2025-11-12 13:30:07;C0319;P034;M05;2;190854;15;381708;324451;0;Mobile Money;Retournée;En magasin
CMD-005685;1;2025-04-20 23:16:54;C0311;P025;M07;3;21713;0;65139;65139;10000;Espèces;En cours;Mobile App
CMD-008048;1;2025-12-01 23:40:15;C0433;P031;M03;2;278858;5;557716;529830;10000;Carte bancaire;Livrée;Mobile App
CMD-008404;3;2025-12-18 12:29:16;C0092;P029;M01;2;6366;0;12732;12732;0;Mobile Money;Livrée;Mobile App
CMD-003527;1;2024-11-23 13:43:43;C0126;P034;M01;1;190854;5;190854;181311;15000;Espèces;Livrée;Web
CMD-006134;1;2025-06-02 12:12:57;;P032;M08;1;75184;20;75184;60147;0;Mobile Money;En cours;Mobile App
CMD-000551;4;2024-02-02 09:26:13;C0458;P020;M01;1;67934;20;67934;54347;0;Espèces;Livrée;WhatsApp
CMD-003068;1;2024-10-06 07:44:56;C0384;P008;M06;5;115956;10;579780;521802;0;Espèces;Livrée;Web
CMD-000748;1;2024-02-22 14:59:55;C0447;P027;M01;1;6588;5;6588;6258;0;Carte bancaire;Livrée;Mobile App
CMD-002699;1;2024-09-12 21:36:06;C0123;P045;M02;5;27398;10;136990;123291;10000;Mobile Money;Livrée;Web
CMD-002810;3;2024-09-19 07:28:53;C0034;P016;M04;2;51293;20;102586;82068;0;Virement;Livrée;Mobile App
CMD-004140;1;2024-12-22 18:34:25;C0364;P040;M02;1;77646;20;77646;62116;0;Espèces;Livrée;Web
CMD-001038;1;2024-03-21 12:06:43;C0289;P027;M07;2;6588;20;13176;10540;15000;Espèces;En cours;Mobile App
CMD-000644;2;2024-02-12 16:51:36;C0145;P009;M06;5;7913;15;39565;33630;0;Mobile Money;Retournée;Mobile App
CMD-002071;3;2024-07-01 15:13:19;C0168;P040;M07;5;77646;0;388230;388230;0;Espèces;Livrée;Mobile App
CMD-000137;2;2024-01-09 16:54:23;C0147;P029;M06;2;6366;0;12732;12732;0;Mobile Money;Livrée;Mobile App
CMD-006034;1;2025-05-24 22:54:29;C0147;P042;M08;2;7087;0;14174;14174;15000;Mobile Money;Livrée;En magasin
CMD-003342;1;2024-11-04 20:09:16;C0223;P016;M05;5;51293;20;256465;205172;10000;Carte bancaire;Livrée;Mobile App
CMD-005196;1;2025-03-03 08:17:06;C0277;P043;M05;2;12750;5;25500;24225;5000;Mobile Money;Livrée;Mobile App
CMD-005500;1;2025-04-02 19:49:48;C0062;P050;M03;1;6243;5;6243;5930;0;Mobile Money;Livrée;WhatsApp
CMD-007943;3;2025-11-20 15:25:14;C0384;P018;M06;1;174549;0;174549;174549;0;Carte bancaire;Retournée;Web
CMD-002511;1;2024-09-03 07:34:43;C0159;P038;M06;3;33820;15;101460;86241;0;Mobile Money;Livrée;Web
CMD-000994;2;2024-03-17 18:11:45;C0179;P020;M07;1;67934;10;67934;61140;0;Mobile Money;Annulée;En magasin
CMD-001621;2;2024-05-19 09:59:06;C0152;P025;M06;1;21713;0;21713;21713;0;Espèces;Livrée;Mobile App
CMD-005278;1;2025-03-11 10:06:16;C0445;P050;M06;3;6243;10;18729;16856;5000;Espèces;Livrée;Mobile App
CMD-008482;2;2025-12-21 13:13:27;C0245;P030;M01;5;6536;0;32680;32680;0;Carte bancaire;Livrée;WhatsApp
CMD-002114;2;2024-07-09 13:30:28;C0369;P045;M07;2;27398;0;54796;54796;0;Espèces;Expédiée;WhatsApp
CMD-005313;1;2025-03-14 19:56:18;C0127;;M07;1;115956;5;115956;110158;10000;Carte bancaire;Livrée;WhatsApp
CMD-001413;1;2024-04-28 17:39:44;C0140;P028;M07;2;9077;15;18154;15430;5000;Espèces;Livrée;En magasin
CMD-003973;2;2024-12-15 20:15:04;C0318;P011;M06;1;90347;0;90347;90347;0;Virement;Livrée;Mobile App
CMD-007690;2;2025-10-29 11:24:49;C0393;P018;M04;2;174549;10;349098;314188;0;Espèces;Livrée;Mobile App
CMD-006993;1;2025-09-08 19:34:10;C0335;P045;M05;1;27398;15;27398;23288;10000;Virement;Livrée;Mobile App
CMD-007943;1;2025-11-20 15:25:14;C0384;P045;M06;2;27398;15;54796;46576;5000;Carte bancaire;Retournée;Web
CMD-005072;1;2025-02-19 14:40:03;C0277;P043;M01;1;12750;0;12750;12750;0;Mobile Money;Livrée;Mobile App
CMD-000257;1;2024-01-15 08:12:02;C0020;P002;M01;1;916412;15;916412;778950;0;Mobile Money;Retournée;Web
CMD-003826;1;2024-12-10 16:27:14;C0154;P011;M01;1;90347;0;90347;90347;5000;Mobile Money;Livrée;Mobile App
CMD-006472;1;2025-07-08 22:16:07;C0393;P027;M06;1;6588;5;6588;6258;0;Mobile Money;Livrée;Mobile App
CMD-007393;1;2025-09-30 21:55:49;C0019;P027;M06;1;6588;0;6588;6588;0;Mobile Money;Livrée;WhatsApp
CMD-006017;2;2025-05-22 10:31:29;C0094;P038;M04;1;33820;10;33820;30438;0;Carte bancaire;Livrée;Mobile App
CMD-002899;1;2024-09-25 22:45:41;C0248;P004;M01;1;480524;15;480524;408445;5000;Virement;Retournée;Web
CMD-003806;1;2024-12-09 13:00:47;C0233;P009;M03;1;7913;0;7913;7913;5000;Carte bancaire;Livrée;Mobile App
CMD-005035;3;2025-02-15 11:34:13;C0184;P006;M06;1;350025;10;350025;315022;0;Espèces;Livrée;Mobile App
CMD-005477;1;2025-03-31 18:44:19;C0161;P008;M07;2;115956;0;231912;231912;0;Mobile Money;Livrée;En magasin
